gene_id	transcript_id(s)	Control_R1	Control_R2	Control_R3	Control_R4	DPN_R1	DPN_R2	DPN_R3	DPN_R4	OHT_R1	OHT_R2	OHT_R3	OHT_R4
STK4	NM_006282.2,XM_005260530.1,XM_005260531.1,XM_005260532.1,XM_005260533.1,XM_006723870.1	450.00	265.00	366.00	320.00	436.00	284.00	643.00	480.00	320.00	307.00	278.00	576.00
STK4-AS1	rna79999	1.00	0.00	1.00	0.00	1.00	2.00	0.00	1.00	1.00	1.00	1.00	2.00
STK40	NM_001282546.1,NM_001282547.1,NM_032017.2	565.00	737.00	782.00	1033.00	561.00	783.00	1576.00	1838.00	376.00	870.00	745.00	2164.00
STL	rna30685	76.42	58.35	31.66	33.39	65.47	47.64	60.10	54.08	61.16	52.97	28.32	53.13
STMN1	NM_001145454.1,NM_005563.3,NM_203399.1,NM_203401.1	381.00	271.00	1180.00	922.00	284.00	275.00	1743.00	1182.00	265.00	360.00	857.00	1474.00
STMN2	NM_001199214.1,NM_007029.3,XM_005251142.1	0.00	0.00	15.00	0.00	0.00	0.00	30.00	0.00	0.00	0.00	14.00	0.00
STMN3	NM_001276310.1,NM_015894.3,rna80771	481.00	66.00	841.00	129.00	400.00	90.00	1800.00	253.00	350.00	71.00	828.00	297.00
STMN4	NM_001283053.1,NM_001283054.1,NM_001283055.1,NM_030795.3,XM_005273652.2,XM_005273655.2	0.00	0.00	1.00	6.00	0.00	0.00	1.00	8.00	1.00	0.00	0.00	13.00
STMND1	NM_001190766.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
STOM	NM_001270526.1,NM_001270527.1,NM_004099.5,NM_198194.2,rna41247	440.00	1643.00	558.00	286.00	383.00	1730.00	1004.00	495.00	277.00	1748.00	482.00	667.00
STOML1	NM_001256672.1,NM_001256673.1,NM_001256674.1,NM_001256675.1,NM_001256676.1,NM_001256677.1,NM_004809.4,XM_005254792.2,XM_005254793.1,XM_006720771.1,XM_006720772.1,XM_006720773.1,XM_006720774.1	152.00	50.00	201.00	141.00	141.00	64.00	416.00	281.00	101.00	57.00	182.00	342.00
STOML2	NM_001287031.1,NM_001287032.1,NM_001287033.1,NM_013442.2	737.00	458.00	529.00	564.00	712.00	529.00	1223.00	1044.00	501.00	524.00	589.00	1126.00
STOML3	NM_001144033.1,NM_145286.2,XM_005266274.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
STON1	NM_001198595.1,NM_006873.3	23.00	6.79	100.00	96.00	16.91	5.32	239.00	176.04	17.00	10.00	127.00	169.06
STON1-GTF2A1L	NM_001198593.1,NM_001198594.1,NM_172311.2	0.00	1.21	0.00	0.00	4.09	6.68	0.00	9.96	0.00	0.00	0.00	4.94
STON2	NM_001256430.1,NM_033104.3,XM_006720279.1,XM_006720280.1,XM_006720281.1	216.00	2.00	15.00	34.00	245.00	3.00	27.00	61.00	192.00	6.00	13.00	86.00
STOX1	NM_001130159.2,NM_001130160.2,NM_001130161.2,NM_001130162.2,NM_152709.4,XM_006717693.1,XM_006717694.1	59.00	62.00	9.00	12.00	81.00	94.00	15.00	36.00	49.00	79.00	7.00	31.00
STOX2	NM_020225.1,XM_005263142.1	268.00	122.00	40.00	51.00	234.00	140.00	72.00	96.00	218.00	172.00	25.00	113.00
STPG1	NM_001199012.1,NM_001199013.1,NM_001199014.1,NM_178122.4,XM_005246027.2,XM_005246028.1,XM_006711025.1,XM_006711026.1	97.00	129.00	128.00	126.00	80.00	147.00	196.00	237.00	70.00	129.00	90.00	252.00
STPG2	NM_174952.2,XM_006714186.1	1.00	0.00	1.00	0.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00
STPG2-AS1	rna22023	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
STRA13	NM_001271006.1,NM_001271007.1,NM_144998.3,XM_005256339.1	212.00	149.00	162.00	183.00	213.00	159.00	307.00	378.00	163.00	162.00	124.00	345.00
STRA6	NM_001142617.1,NM_001142618.1,NM_001142619.1,NM_001142620.1,NM_001199040.1,NM_001199041.1,NM_001199042.1,NM_022369.3	0.00	0.00	1.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
STRA8	NM_182489.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
STRADA	NM_001003786.2,NM_001003787.2,NM_001003788.2,NM_001165969.1,NM_001165970.1,NM_153335.5,XM_005257797.1,XM_005257798.1,XM_005257799.1,XM_005257800.1,XM_005257801.2,XM_005257803.2,rna70580,rna70581	322.00	226.00	218.00	202.00	291.00	263.00	439.00	407.00	224.00	269.00	191.00	434.00
STRADB	NM_001206864.1,NM_018571.5,XM_005246669.1,XM_005246670.1	60.00	39.00	59.00	42.00	67.00	45.00	100.00	82.00	48.00	39.00	52.00	96.00
STRAP	NM_007178.3,XM_005253294.1	1302.00	898.00	1127.00	1144.00	1324.00	933.00	2123.00	1910.00	1004.00	1013.00	1081.00	2215.00
STRBP	NM_001171137.1,NM_018387.4,XM_005252083.2,XM_005252085.2,rna41339,rna41341	749.00	649.00	494.00	616.00	743.00	742.00	928.00	1195.00	539.00	756.00	414.00	1115.00
STRC	NM_153700.2,XM_006720407.1	1.00	1.00	2.00	2.00	1.00	1.00	8.00	4.00	3.00	4.00	4.00	7.00
STRIP1	NM_001270768.1,NM_033088.3,XM_006710994.1,XM_006710995.1,rna4156,rna4159	389.00	440.00	635.00	670.00	328.00	538.00	1189.00	1111.00	285.00	467.00	508.00	1364.00
STRIP2	NM_001134336.1,NM_020704.2,XM_006716069.1,XM_006716070.1	6.00	4.00	12.00	3.00	3.00	5.00	22.00	13.00	5.00	4.00	12.00	22.00
STRN	NM_003162.3,XM_005264519.2	1149.00	628.00	652.00	672.00	872.00	682.00	1162.00	934.00	783.00	776.00	525.00	1246.00
STRN3	NM_001083893.1,NM_014574.3,XM_005267569.1,XM_005267570.1	604.88	421.00	592.00	516.00	508.00	451.00	1098.99	808.00	444.79	530.00	502.00	941.00
STRN4	NM_001039877.1,NM_013403.2,XM_006723171.1,XM_006723172.1,XM_006723173.1,XM_006723174.1,XM_006723175.1	1491.00	801.00	1142.00	1203.00	1396.00	878.00	2320.00	2041.00	1033.00	867.00	1063.00	2535.00
STS	NM_000351.4,XM_005274511.1,XM_006724488.1	261.00	313.00	288.00	233.00	205.00	325.00	476.00	355.00	214.00	403.00	228.00	495.00
STT3A	NM_001278503.1,NM_001278504.1,NM_152713.4	5265.00	4100.00	1330.00	1042.00	5407.00	5856.00	2567.00	2102.00	4151.00	5260.00	1196.00	2330.00
STT3B	NM_178862.1,XM_006713017.1	2092.00	1504.00	2465.00	1866.00	1868.00	1640.00	4658.00	3297.00	1560.00	1722.00	2196.00	3842.00
STUB1	NM_005861.2	1111.62	741.10	772.28	771.38	1129.44	907.06	1485.86	1265.89	842.56	811.82	649.04	1530.83
STX10	NM_001271609.1,NM_001271610.1,NM_001271611.1,NM_003765.2	485.00	303.00	325.00	310.00	452.00	347.00	643.00	600.00	320.00	313.00	273.00	644.00
STX11	NM_003764.3,XM_005267189.1,XM_006715588.1	201.00	46.00	22.00	112.00	181.00	50.00	48.00	232.00	179.00	48.00	26.00	311.00
STX12	NM_177424.2	525.00	631.00	678.00	637.00	446.00	766.00	1392.00	1101.00	390.00	745.00	692.00	1343.00
STX16	NM_001001433.2,NM_001134772.2,NM_001134773.2,NM_001204868.1,NM_003763.5,rna80530,rna80533,rna80534	961.00	509.00	695.00	820.12	825.40	590.00	1341.16	1401.04	669.83	615.85	627.15	1558.51
STX16-NPEPL1	rna80526	0.00	0.00	0.00	25.00	24.91	0.00	24.90	28.72	4.14	14.35	5.41	40.34
STX17	NM_017919.2	735.00	520.00	427.00	504.00	753.00	608.00	759.00	793.00	601.00	662.00	374.00	953.00
STX18	NM_016930.2,XM_005247972.2,XM_005247973.1,rna20371	369.00	270.00	304.00	303.00	372.00	319.00	587.00	618.00	287.00	338.00	275.00	688.00
STX18-AS1	rna20374	13.00	4.00	10.00	4.00	9.00	6.00	12.00	4.00	8.00	4.00	1.00	7.00
STX19	NM_001001850.2,XM_005247455.2,XM_005247456.1	25.00	21.00	4.00	11.00	20.00	20.00	5.00	24.00	14.00	20.00	4.00	31.00
STX1A	NM_001165903.1,NM_004603.3,XM_005250552.2,rna33288	39.00	35.00	184.00	54.00	26.00	30.00	326.00	93.00	25.00	31.00	151.00	136.00
STX1B	NM_052874.3	4.00	0.00	2.00	2.00	2.00	2.00	1.00	7.00	0.00	3.00	4.00	4.00
STX2	NM_001980.3,NM_194356.2,XM_005253556.2,XM_005253557.1,XM_006719276.1	300.00	174.00	301.00	256.00	241.00	200.00	530.00	437.00	210.00	253.00	253.00	545.00
STX3	NM_001178040.1,NM_004177.4,XM_005274195.1,XM_005274196.2,XM_005274198.1,XM_005274199.2,XM_005274200.1,XM_006718672.1	1533.00	1128.00	452.00	540.00	1358.00	1154.00	838.00	931.00	1002.00	1373.00	420.00	1061.00
STX4	NM_001272095.1,NM_001272096.1,NM_004604.4,XM_005255521.1	768.00	550.00	514.00	468.00	680.00	545.00	872.00	844.00	514.00	673.00	419.00	1021.00
STX5	NM_001244666.1,NM_003164.4	292.00	266.00	202.00	164.00	292.00	386.00	373.00	330.00	193.00	351.00	158.00	374.00
STX6	NM_001286210.1,NM_005819.5,XM_005244824.1	344.00	273.00	369.00	339.00	336.00	254.00	626.00	552.00	257.00	322.00	304.00	680.00
STX7	NM_003569.2	596.00	299.00	590.00	413.00	569.00	335.00	1059.00	729.00	462.00	375.00	507.00	900.00
STX8	NM_004853.2,rna67703	220.00	167.00	125.00	118.00	237.00	175.00	300.00	251.00	180.00	190.00	100.00	250.00
STXBP1	NM_001032221.3,NM_003165.3	745.00	571.00	637.00	580.00	702.00	611.00	1263.00	1169.00	484.00	691.00	567.00	1226.00
STXBP2	NM_001127396.2,NM_001272034.1,NM_006949.3,XM_006722851.1,rna74001	866.00	616.00	556.00	554.00	864.00	694.00	1054.00	1035.00	648.00	708.00	516.00	1328.00
STXBP3	NM_007269.2	477.00	643.00	526.00	495.00	411.00	692.00	896.00	841.00	365.00	828.00	429.00	989.00
STXBP4	NM_178509.5,XM_005257187.2,XM_006721797.1,XM_006721798.1	288.00	132.00	246.00	152.00	208.00	138.00	376.00	302.00	220.00	162.00	165.00	262.00
STXBP5	NM_001127715.2,NM_139244.4,XM_006715339.1,rna31164,rna31165,rna31167	1995.69	2172.71	1563.97	2185.90	1865.86	2779.81	3065.91	4303.92	1524.88	2606.88	1553.96	4535.79
STXBP5-AS1	rna31161	18.31	13.29	4.03	8.10	9.14	14.19	10.09	9.08	7.12	10.12	3.04	23.21
STXBP5L	NM_014980.2,XM_005247907.1,XM_006713825.1,XM_006713826.1	2.00	0.00	84.00	6.00	2.00	0.00	94.00	13.00	3.00	0.00	30.00	11.00
STXBP6	NM_014178.6,XM_005267556.1,XM_006720121.1	266.00	296.00	11.00	45.00	279.00	332.00	16.00	113.00	234.00	300.00	13.00	102.00
STYK1	NM_018423.2,XM_005253417.2	4.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	2.00
STYX	NM_001130701.1,NM_145251.3,XM_006720242.1	197.00	167.00	170.00	117.00	202.00	176.00	305.00	197.00	169.00	177.00	152.00	253.00
STYXL1	NM_016086.2	118.00	92.00	74.00	47.00	134.00	100.00	147.00	94.00	83.00	103.00	77.00	101.00
SUB1	NM_006713.3	804.00	486.00	838.00	693.00	712.00	586.00	1634.00	1136.00	619.00	638.00	809.00	1399.00
SUCLA2	NM_003850.2	885.00	543.00	629.00	499.00	798.00	621.00	1169.00	957.00	618.00	667.00	540.00	988.00
SUCLG1	NM_003849.3	1070.00	808.00	722.00	622.00	1028.00	1032.00	1295.00	1062.00	842.00	964.00	647.00	1182.00
SUCLG2	NM_001177599.1,NM_003848.3,XM_005264773.2,rna17323	683.00	371.00	479.00	372.00	601.00	416.00	919.00	782.00	532.00	410.00	422.00	851.00
SUCNR1	NM_033050.4	20.00	4.00	10.00	5.00	5.00	3.00	19.00	14.00	11.00	1.00	12.00	3.00
SUCO	NM_001282750.1,NM_001282751.1,NM_014283.4,NM_016227.3,XM_005245251.2,XM_006711374.1,XM_006711375.1,XM_006711376.1	938.00	754.00	1146.00	1165.00	963.00	846.00	2414.00	1888.00	670.00	849.00	1240.00	2429.00
SUDS3	NM_022491.2	1203.00	832.00	780.00	836.00	1119.00	923.00	1628.00	1628.00	925.00	983.00	720.00	1790.00
SUFU	NM_001178133.1,NM_016169.3,XM_006717892.1	355.00	208.00	232.00	214.00	262.00	223.00	533.00	407.00	252.00	223.00	210.00	503.00
SUGCT	NM_001193311.1,NM_001193312.1,NM_001193313.1,NM_024728.2,XM_006715775.1	24.00	12.00	11.00	8.00	35.00	11.00	24.00	18.00	22.00	15.00	14.00	19.00
SUGP1	NM_172231.3,XM_005260002.1	281.00	187.00	254.00	280.00	267.00	176.00	439.00	445.00	229.00	205.00	173.00	560.00
SUGP2	NM_001017392.3,NM_014884.3,rna75110,rna75112,rna75113,rna75114,rna75115	878.10	632.00	1081.83	1103.00	857.02	742.27	1960.12	1816.60	638.00	803.19	801.04	2013.84
SUGT1	NM_001130912.1,NM_006704.3	455.00	265.00	441.00	424.00	360.00	288.00	779.00	599.00	315.00	351.00	357.00	717.00
SUGT1P1	rna39358	9.00	4.00	6.00	3.00	5.00	7.00	10.00	4.00	3.00	6.00	5.00	5.00
SUGT1P3	rna56337	1.65	2.49	2.00	2.00	2.00	1.00	3.44	3.00	1.00	1.00	1.00	2.00
SULF1	NM_001128204.1,NM_001128205.1,NM_001128206.1,NM_015170.2,XM_006716438.1,XM_006716439.1,XM_006716440.1,XM_006716441.1,XM_006716442.1	34.00	4.00	80.00	9.00	23.00	2.00	158.00	11.00	19.00	6.00	87.00	15.00
SULF2	NM_001161841.1,NM_018837.3,NM_198596.2,XM_005260458.1,XM_005260459.1,XM_006723827.1,XM_006723828.1,XM_006723829.1,XM_006723830.1	118.00	53.00	186.00	67.00	78.00	57.00	356.00	122.00	111.00	61.00	183.00	228.00
SULT1A1	NM_001055.3,NM_177529.2,NM_177530.2,NM_177534.2,NM_177536.3,XM_005255522.1,XM_006721078.1	199.73	32.96	74.12	75.26	202.06	51.56	211.15	150.03	187.86	47.32	103.46	138.34
SULT1A2	NM_001054.3,NM_177528.2,XM_006721076.1,XM_006721077.1	16.40	2.14	4.19	11.74	16.92	1.02	22.52	13.82	19.60	2.03	7.19	19.84
SULT1A3	NM_177552.3	15.32	0.00	0.00	0.00	0.00	7.69	67.05	71.28	18.80	0.00	0.07	135.56
SULT1A4	NM_001017390.2	0.00	5.84	18.22	28.89	44.43	8.17	0.00	0.00	0.00	15.22	55.94	0.00
SULT1B1	NM_014465.3,XM_005265676.1,XM_005265677.1,XM_005265678.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
SULT1C2	NM_001056.3,NM_176825.2,XM_005264013.1	1.00	2.00	5.00	1.00	0.00	1.00	2.00	2.00	0.00	1.00	0.00	2.00
SULT1C2P1	rna11483	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SULT1C3	NM_001008743.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SULT1C4	NM_006588.2,XM_005263919.1	4.00	1.00	6.00	0.00	2.00	2.00	6.00	1.00	2.00	1.00	2.00	3.00
SULT1E1	NM_005420.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SULT2A1	NM_003167.3	264.00	16.00	1.00	12.00	579.00	24.00	1.00	20.00	193.00	26.00	2.00	25.00
SULT2B1	NM_004605.2,NM_177973.1,XM_005259182.1	71.00	28.00	62.00	178.00	53.00	58.00	118.00	384.00	44.00	47.00	75.00	478.00
SULT4A1	NM_014351.3	0.00	0.00	19.00	0.00	0.00	0.00	51.00	0.00	0.00	0.00	17.00	0.00
SULT6B1	NM_001032377.1,XM_005264307.1,XM_005264308.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SUMF1	NM_001164674.1,NM_001164675.1,NM_182760.3,XM_006713118.1	732.00	401.00	405.00	386.00	638.00	453.00	761.00	693.00	548.25	497.00	319.00	725.00
SUMF2	NM_001042469.1,NM_001042470.1,NM_001130069.2,NM_001146333.1,NM_015411.2,XM_006715680.1,rna33002,rna33003	2342.36	1354.09	1060.57	1064.83	2451.49	1678.77	2212.86	2194.35	1861.14	1541.70	976.50	2318.76
SUMO1	NM_001005781.1,NM_001005782.1,NM_003352.4	981.92	566.95	856.77	742.00	939.00	666.00	1550.92	1180.84	795.89	765.00	730.91	1361.95
SUMO1P1	rna80405	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SUMO1P3	rna6167	2.08	1.05	4.23	0.00	0.00	0.00	2.08	3.16	3.11	0.00	3.09	1.05
SUMO2	NM_001005849.1,NM_006937.3	1758.00	1099.00	1534.00	1330.00	1613.00	1130.00	2756.00	2210.00	1302.00	1268.00	1221.00	2634.00
SUMO3	NM_001286416.1,NM_006936.2	863.00	764.00	861.00	829.00	762.00	826.00	1497.00	1389.00	534.00	962.00	642.00	1610.00
SUMO4	NM_001002255.1	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00
SUN1	NM_001130965.2,NM_001171944.1,NM_001171945.1,NM_001171946.1,NM_025154.5	3025.00	1954.00	1470.00	1649.00	2730.00	2209.00	2810.00	2813.00	2210.00	2390.00	1356.00	3190.00
SUN2	NM_001199579.1,NM_001199580.1,NM_015374.2,XM_005261500.2,XM_005261501.2	1849.00	1249.00	1210.00	1460.00	1611.00	1272.00	2549.00	2363.00	1253.00	1466.00	1158.00	3086.00
SUN3	NM_001030019.1,NM_001284350.1,NM_152782.3	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SUN5	NM_080675.3,XM_005260293.1,XM_006723707.1,XM_006723708.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SUOX	NM_000456.2,NM_001032386.1,NM_001032387.1,XM_005269112.1	840.00	591.00	350.00	331.00	850.00	634.00	766.00	718.00	704.00	590.00	291.00	795.00
SUPT16H	NM_007192.3	1984.00	1132.00	1495.00	1311.00	1729.00	1359.00	2717.00	2174.00	1442.00	1379.00	1296.00	2723.00
SUPT20H	NM_001014286.2,NM_001278480.1,NM_001278481.1,NM_001278482.1,NM_017569.3,XM_005266447.1,XM_005266448.1,XM_005266449.1,XM_005266450.2,XM_005266451.1,XM_005266452.1,XM_005266453.1,XM_005266454.1,XM_005266455.1,XM_005266456.1,XM_005266457.1,XM_005266458.1,XM_005266460.1,XM_005266461.2,XM_005266462.2,XM_005266464.2,XM_005266465.1,XM_005266466.1,XM_005266467.2,XM_005266468.2	378.00	233.17	436.83	328.00	358.43	291.37	724.29	564.25	310.47	309.77	357.40	604.03
SUPT20HL1	NM_001136234.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SUPT20HL2	NM_001136233.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
SUPT3H	NM_001261823.1,NM_003599.3,NM_181356.2,XM_005249450.2,XM_005249451.2,XM_006715230.1,rna29475	45.00	26.00	58.00	35.00	72.00	25.00	122.00	69.00	42.00	43.00	48.00	67.00
SUPT4H1	NM_003168.2,rna70344	756.84	512.93	478.83	480.80	727.91	606.88	914.64	794.73	582.88	630.93	452.89	874.65
SUPT5H	NM_001111020.2,NM_001130824.1,NM_001130825.1,NM_003169.3,XM_005259183.1,XM_006723337.1	2428.00	1451.00	1897.00	2146.00	2185.00	1615.00	3737.00	3768.00	1655.00	1642.00	1699.00	4354.00
SUPT6H	NM_003170.3,XM_005258026.1,XM_005258027.1,XM_006722042.1	2046.00	1275.00	1800.00	1764.00	1717.00	1350.00	3083.00	2872.00	1354.00	1459.00	1464.00	3382.00
SUPT7L	NM_001282729.1,NM_001282730.1,NM_001282731.1,NM_001282732.1,NM_014860.2,XM_005264672.2	443.51	296.17	501.72	512.61	423.62	371.98	928.54	823.60	371.90	368.28	396.60	945.90
SUPV3L1	NM_003171.3,XM_005270068.1	224.00	138.00	203.00	206.00	241.00	164.00	395.00	356.00	157.00	180.00	188.00	400.00
SURF1	NM_001280787.1,NM_003172.3,XM_006717255.1,XM_006717256.1	344.00	158.00	192.00	157.00	382.00	224.00	370.00	277.00	251.00	171.00	185.00	276.00
SURF2	NM_001278928.1,NM_017503.4	115.00	66.00	80.00	105.00	143.00	62.00	173.00	131.00	80.00	73.00	59.00	173.00
SURF4	NM_001280788.1,NM_001280789.1,NM_001280790.1,NM_001280791.1,NM_001280792.1,NM_001280793.1,NM_033161.3,XM_006717257.1	1969.00	1451.00	1897.00	1766.00	2059.00	1716.00	3744.00	3213.00	1545.00	1713.00	1699.00	3458.00
SURF6	NM_001278942.1,NM_006753.5,rna42042	556.00	349.00	340.00	392.00	479.00	398.00	607.00	631.00	420.00	372.00	269.00	746.00
SUSD1	NM_001282640.1,NM_001282643.1,NM_022486.4	445.00	553.00	202.00	145.00	372.00	502.00	313.00	233.00	308.00	642.00	143.00	233.00
SUSD2	NM_019601.3	25.00	29.00	41.00	15.00	26.00	43.00	58.00	28.00	18.00	51.00	29.00	23.00
SUSD3	NM_001287005.1,NM_001287006.1,NM_001287007.1,NM_001287008.1,NM_145006.3,XM_006717000.1	4.00	13.00	3.00	5.00	3.00	16.00	5.00	6.00	4.00	7.00	8.00	5.00
SUSD4	NM_001037175.2,NM_017982.3,XM_005273169.1,XM_005273171.1,XM_005273172.1,XM_005273173.2,XM_006711408.1	4.00	7.00	22.00	26.00	4.00	15.00	28.00	46.00	3.00	16.00	29.00	53.00
SUSD5	NM_015551.1,XM_005265034.1,XM_005265035.1	15.00	4.00	7.00	10.00	19.00	2.00	18.00	13.00	15.00	1.00	11.00	25.00
SUV39H1	NM_001282166.1,NM_003173.3	49.00	31.00	45.00	32.00	66.00	33.00	88.00	71.00	38.00	39.00	48.00	101.00
SUV39H2	NM_001193424.1,NM_001193425.1,NM_001193426.1,NM_001193427.1,NM_024670.3,XM_006717503.1,rna42905	56.00	37.00	78.00	63.00	49.00	44.00	108.00	95.00	53.00	64.00	57.00	128.00
SUV420H1	NM_016028.4,NM_017635.3,XM_005274035.2,XM_005274036.2,XM_005274037.1,XM_005274038.2,XM_006718581.1	413.00	551.00	347.00	343.00	401.00	621.00	629.00	556.00	347.00	679.00	300.00	637.00
SUV420H2	NM_032701.3,XM_005259338.1,XM_006723442.1,XM_006723443.1	134.00	60.00	76.00	94.00	112.00	89.00	124.00	148.00	101.00	87.00	61.00	180.00
SUZ12	NM_015355.2,XM_005257954.2,XM_006721794.1,rna68527	673.00	434.00	567.84	550.88	638.72	517.86	1074.88	973.15	446.66	539.00	477.81	929.00
SUZ12P1	rna68466	10.10	13.00	9.16	15.12	13.28	16.14	12.12	22.85	7.34	12.00	9.19	22.00
SV2A	NM_001278719.1,NM_014849.4	1838.00	706.00	1198.00	1246.00	1787.00	899.00	2611.00	2746.00	1271.00	849.00	1231.00	2813.00
SV2B	NM_001167580.1,NM_014848.4,XM_005254997.2,XM_005254998.2	8.00	9.00	7.00	1.00	6.00	8.00	10.00	13.00	5.00	4.00	0.00	9.00
SV2C	NM_014979.1,XM_005248470.1	0.00	0.00	0.00	1.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	1.00
SVEP1	NM_153366.3	4.00	0.00	10.00	1.00	2.00	2.00	19.00	12.00	3.00	2.00	2.00	12.00
SVIL	NM_003174.3,NM_021738.2,XM_005252564.2,XM_005252565.2,XM_005252566.2,XM_005252567.2,XM_005252568.2,XM_005252569.2,XM_005252570.2,XM_005252571.2,XM_005252572.2,XM_005252573.2,XM_006717492.1,XM_006717493.1,XM_006717494.1,XM_006717495.1,XM_006717496.1	3266.00	1569.00	3453.00	2902.00	3620.00	1901.00	7622.00	6324.00	2314.00	1775.00	3665.00	7027.00
SVILP1	rna43322	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SVIP	NM_148893.1	456.00	230.00	167.00	149.00	395.00	260.00	343.00	254.00	347.00	233.00	158.00	288.00
SVOP	NM_018711.2	1.00	0.00	1.00	0.00	0.00	0.00	7.00	0.00	1.00	0.00	3.00	0.00
SVOPL	NM_001139456.1,NM_174959.3,XM_005250143.1	12.00	2.00	3.00	1.00	24.00	2.00	1.00	3.00	9.00	3.00	0.00	1.00
SWAP70	NM_015055.2,XM_005252829.2,XM_005252830.2	1449.00	548.00	449.00	359.00	1223.00	596.00	907.00	658.00	949.00	696.00	455.00	762.00
SWI5	NM_001040011.1,XM_005251982.1	171.00	100.00	182.00	137.00	205.00	103.00	320.00	308.00	125.00	106.00	135.00	299.00
SWSAP1	NM_175871.3	12.00	13.00	17.00	13.00	28.00	24.00	45.00	41.00	13.00	25.00	14.00	50.00
SWT1	NM_001105518.1,NM_017673.6,XM_005245271.1,XM_005245273.1,XM_006711391.1,XM_006711392.1	73.00	60.00	54.00	69.00	55.00	65.00	123.00	96.00	62.00	60.00	61.00	135.00
SYAP1	NM_032796.3,rna84326	772.00	541.00	601.00	557.00	731.00	618.00	1183.00	980.00	609.00	613.00	565.00	1167.00
SYBU	NM_001099743.1,NM_001099744.1,NM_001099745.1,NM_001099746.1,NM_001099747.1,NM_001099748.1,NM_001099749.1,NM_001099750.1,NM_001099751.1,NM_001099752.1,NM_001099753.1,NM_001099754.1,NM_001099755.1,NM_001099756.1,NM_017786.5,XM_005250999.1,XM_005251000.1,XM_006716600.1,XM_006716601.1	66.00	12.00	123.00	92.00	45.00	11.00	297.00	166.00	34.00	20.00	148.00	223.00
SYCE1	NM_001143763.1,NM_001143764.1,NM_130784.2	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	4.00	0.00	0.00	2.00
SYCE1L	NM_001129979.1	15.00	12.00	31.00	17.00	7.00	19.00	64.00	50.00	18.00	20.00	33.00	45.00
SYCE2	NM_001105578.1,XM_005259848.2	1.00	0.00	3.00	0.00	0.00	3.00	3.00	1.00	1.00	2.00	2.00	4.00
SYCE3	NM_001123225.1	3.00	0.00	0.00	1.00	5.00	0.00	2.00	1.00	2.00	0.00	3.00	0.00
SYCN	NM_001080468.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SYCP1	NM_001282541.1,NM_001282542.1,NM_003176.3,XM_005271154.1,XM_005271155.1,XM_005271156.1,XM_006710859.1,rna4398	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SYCP2	NM_014258.2,XM_005260247.1,XM_006723681.1	90.00	6.00	10.00	8.00	80.00	5.00	13.00	8.00	54.00	8.00	9.00	16.00
SYCP2L	NM_001040274.2	457.00	546.00	521.00	407.00	401.00	636.00	745.00	656.00	363.00	645.00	311.00	815.00
SYCP3	NM_001177948.1,NM_001177949.1,NM_153694.4,XM_005268922.2,XM_005268923.2,XM_005268924.1,XM_005268925.1,XM_005268926.2,XM_005268927.1	7.24	3.04	10.07	9.42	10.16	1.00	20.15	11.14	5.16	7.12	1.00	24.96
SYDE1	NM_033025.4,XM_005260126.2	246.00	107.00	525.00	178.00	252.00	95.00	923.00	272.00	206.00	123.00	401.00	404.00
